catalog_identifier	name	long_name	ra	dec	magnitude	major_axis	Type	Const
1	Har 1	WLM	0.516666666666667	-15.4374666666667	10.6	0	Gx	Cet
2	Har 2	85 Peg	0.575	27.0977444444444	5.8	0	D*	Peg
3	Har 3	kappa Scl	2.36666666666667	-27.9758666666667	5.4	0	D*	Scl
4	Har 4	NGC 55	3.8125	-39.1919111111111	7.9	32	Gx	Scl
5	Har 5	35 Psc	3.775	8.8358	6	0	D*	Psc
6	Har 6	38 Psc	4.25	8.8833	7.2	0	D*	Psc
7	Har 7	AC 1	5.25416666666667	32.9949666666667	6.9	0	D*	And
8	Har 8	NGC 104	6.04583333333333	-72.0871888888889	4	31	Gb	Tuc
9	Har 9	Kron 3	6.25	-73.7167	4	0	Gb	Tuc
10	Har 10	NGC 121	6.975	-71.5396888888889	10	1.5	Gb	Tuc
11	Har 11	NGC 134	7.62083333333333	-33.2505555555556	10	8.1	Gx	Scl
12	Har 12	beta Tuc	7.9125	-62.9477444444444	4.4	0	D*	Tuc
13	Har 13	BU 395	9.36666666666667	-24.7552777777778	5.6	0	D*	Cet
14	Har 14	ESO 350-G40	9.25	-33.75	13.5	0	Gx	Scl
15	Har 15	55 Psc	10.0125	21.4544444444444	5.4	0	D*	Psc
16	Har 16	NGC 205	10.125	41.6858	8	17	Gx	And
17	Har 17	NGC 221	10.9583333333333	40.8830888888889	8	8	Gx	And
18	Har 18	NGC 224	10.9666666666667	41.2694777777778	3	178	Gx	And
19	Har 19	NGC 246	11.7958333333333	-11.8921888888889	10.9	3.8	PN	Cet
20	Har 20	NGC 247	11.8166666666667	-20.7817	9.1	20	Gx	Cet
21	Har 21	NGC 253	12.1666666666667	-25.2927444444444	7.1	25	Gx	Scl
22	Har 22	65 Psc	12.5041666666667	27.7269777777778	5.5	0	D*	Psc
23	Har 23	NGC 288	13.475	-26.5916333333333	8	13.8	Gb	Scl
24	Har 24	NGC 300	13.75	-37.6902444444444	8.7	20	Gx	Scl
25	Har 25	NGC 330	14.0916666666667	-72.4902444444444	9	2	OC	Tuc
26	Har 26	NGC 346	14.7916666666667	-72.1902444444445	10	14	C+N	Tuc
27	Har 27	Sculptor Dwarf	15.0041666666667	-33.6888555555556	10.5	0	Gx	Scl
28	Har 28	NGC 362	15.8291666666667	-70.8552777777778	6.6	13	Gb	Tuc
29	Har 29	NGC 371	15.8916666666667	-72.0902444444444	0	8	OC	Tuc
30	Har 30	NGC 376	16.2416666666667	-72.8236444444444	10.5	0	Gb	Tuc
31	Har 31	IC 1613	16.2583333333333	2.13058888888889	9.3	12	Gx	Cet
32	Har 32	beta Phe	16.55	-46.7080555555556	3.3	0	D*	Phe
33	Har 33	NGC 419	17.0916666666667	-72.8902444444445	10	2.6	Gb	Tuc
34	Har 34	zeta Phe	17.1208333333333	55.7525	4.02	0	***	Phe
35	Har 35	IC 1644	17.25	-73.2	11.7	0	Nb	Tuc
36	Har 36	NGC 404	17.3958333333333	35.7183666666667	10	4.4	Gx	And
37	Har 37	BU 303	17.4458333333333	23.8102777777778	6.7	0	D*	Psc
38	Har 38	zeta Psc	18.4708333333333	7.57586666666667	5.21	0	***	Psc
39	Har 39	phi Psc	18.4708333333333	24.5996888888889	4.7	0	D*	Psc
40	Har 40	NGC 456	18.7	-73.2835777777778	0	15	Nb	Tuc
41	Har 41	kappa Tuc	18.9625	-68.8663888888889	4.3	0	D*	Tuc
42	Har 42	HJ 2036	20.0208333333333	-15.8019444444444	6.7	0	D*	Cet
43	Har 43	NGC 524	21.4833333333333	9.5358	10	3.2	Gx	Psc
44	Har 44	NGC 602	22.6125	-73.5575	15.4	0	C+N	Hyi
45	Har 45	eta Psc	22.9041666666667	15.3438555555556	3.83	0	***	Psc
46	Har 46	NGC 598	23.5	30.6572222222222	5	73	Gx	Tri
47	Har 47	NGC 613	23.6083333333333	-29.4250333333333	10	5.8	Gx	Scl
48	Har 48	NGC 625	23.7958333333333	-41.4446888888889	12	3	Gx	Phe
49	Har 49	STF 138	24.0458333333333	7.65944444444444	6.8	0	D*	Psc
50	Har 50	tau Scl	24.0666666666667	-29.8966333333333	5.7	0	D*	Scl
51	Har 51	NGC 628	24.4583333333333	15.7974666666667	9	10.2	Gx	Psc
52	Har 52	UV Cet	24.7416666666667	-17.9466333333333	12.8	0	*	Cet
53	Har 53	DUN 5	24.9708333333333	-56.1874666666667	5.8	0	D*	Eri
54	Har 54	NGC 2573	25.6916666666667	-89.3424666666667	13	3.6	Gx	Oct
55	Har 55	NGC 650	25.6166666666667	51.5722555555556	12	4.8	PN	Per
56	Har 56	ESO 245-G5	26.25	-43.6	12.3	0	Gx	Phe
57	Har 57	epsilon Scl	26.4416666666667	-25.0416333333333	5.3	0	D*	Scl
58	Har 58	STF 174	27.5708333333333	22.2899666666667	5.8	0	D*	Ari
59	Har 59	ESO 245-G7	28.25	19.3	4.6	0	D*	Phe
60	Har 60	gamma Ari	28.4166666666667	19.2921888888889	4.75	0	***	Ari
61	Har 61	HJ 3475	28.8541666666667	-60.3038888888889	6.4	0	D*	Hyi
62	Har 62	STF 186	29.0083333333333	1.86305555555556	6	0	D*	Cet
63	Har 63	chi Eri	29.0166666666667	-51.5996888888889	3.7	0	D*	Eri
64	Har 64	NGC 752	29.7125	37.6996888888889	5.7	50	OC	And
65	Har 65	NGC 772	29.8666666666667	19.0214222222222	10	7.1	Gx	Ari
66	Har 66	alpha Psc	30.5458333333333	2.75972222222222	3.82	0	***	Psc
67	Har 67	gamma And	30.7666666666667	42.3308666666667	2.1	0	***	And
68	Har 68	6 Tri	33.1291666666667	30.3183666666667	4.9	0	D*	Tri
69	Har 69	NGC 869	34.8125	57.1522222222222	4	30	OC	Per
70	Har 70	omicron Cet	34.8708333333333	2.03281111111111	6.47	0	***	Cet
71	Har 71	NGC 891	35.9291666666667	42.3625	9.9	14	Gx	And
72	Har 72	NGC 908	35.8	-21.2405222222222	10	5.5	Gx	Cet
73	Har 73	NGC 936	37.1916666666667	-1.16222222222222	10	5.2	Gx	Cet
74	Har 74	omega For	38.4916666666667	-28.2233666666667	5	0	D*	For
75	Har 75	nu Cet	39.0041666666667	5.605	4.9	0	D*	Cet
76	Har 76	ESO 356-G4	39.75	-34.5333	7.5	0	Gx	For
77	Har 77	NGC 1023	40.1416666666667	39.0778111111111	9	8.7	Gx	Per
78	Har 78	84 Cet	40.3416666666667	-0.684688888888889	5.7	0	D*	Cet
79	Har 79	NGC 1039	40.5625	42.7935777777778	5	35	OC	Per
80	Har 80	NGC 1068	40.9541666666667	0.0189222222222222	8	7	Gx	Cet
81	Har 81	gamma Cet	40.8625	3.24746666666667	3.56	0	***	Cet
82	Har 82	NGC 1097	41.6083333333333	-30.2844111111111	9.2	9	Gx	For
83	Har 83	pi Ari	42.3625	17.4769777777778	5.3	0	D*	Ari
84	Har 84	theta Eri	44.5916666666667	40.6974666666667	2.88	0	***	Eri
85	Har 85	epislon Ari	44.75	21.3333	5.2	0	D*	Ari
86	Har 86	STF 336	45.4125	32.4286444444444	6.6	0	D*	Per
87	Har 87	rho Eri	45.7083333333333	-7.67614444444444	5.3	0	D*	Eri
88	Har 88	HJ 3568	46.8708333333333	-78.9833	5.7	0	D*	Hyi
89	Har 89	beta Per	47.0875	40.9527777777778	2.09	0	***	Per
90	Har 90	NGC 1232	47.7208333333333	-20.5883	9	7.8	Gx	Eri
91	Har 91	alpha For	48.0458333333333	28.015	3.86	0	***	For
92	Har 92	NGC 1261	48.0833333333333	-55.2278111111111	8.4	7	Gb	Hor
93	Har 93	JC 8	48.1333333333333	-44.4144444444444	5.9	0	D*	Eri
94	Har 94	NGC 1291	49.3541666666667	-41.1346888888889	8	10.5	Gx	Eri
95	Har 95	NGC 1313	49.5791666666667	-66.5072222222222	9	8.5	Gx	Ret
96	Har 96	tau Eri	42.9083333333333	21.9835777777778	4.76	0	***	Eri
97	Har 97	NGC 1300	50.2	-19.4208666666667	10	6.5	Gx	Eri
98	Har 98	NGC 1316	50.95	-37.2019444444445	8	7.1	Gx	For
99	Har 99	NGC 1325	51.1375	-21.5530555555556	11	4.6	Gx	Eri
100	Har 100	NGC 1344	52.1083333333333	-31.0789222222222	10	3.9	Gx	For
101	Har 101	NGC 1350	52.8125	-33.6383	10	4.3	Gx	For
102	Har 102	NGC 1360	53.3416666666667	-25.8652777777778	9.4	6.5	PN	For
103	Har 103	NGC 1365	53.6791666666667	-36.1355222222222	9	9.8	Gx	For
104	Har 104	NGC 1379	54.0416666666667	-35.4522222222222	12	2	Gx	For
105	Har 105	NGC 1380	54.3916666666667	-34.9866333333333	11	4.9	Gx	For
106	Har 106	STF 422	54.2333333333333	0.596077777777778	5.8	0	D*	Tau
107	Har 107	NGC 1399	54.9	-35.4613888888889	9	3.2	Gx	For
108	Har 108	STF 425	55.075	34.1280888888889	6.8	0	D*	Per
109	Har 109	NGC 1433	55.5291666666667	-47.2178111111111	10	6.8	Gx	Hor
110	Har 110	NGC 1466	56.4041666666667	-71.6958	11	2.3	Gb	Hyi
111	Har 111	NGC 1448	56.4041666666667	-44.6583333333333	11	8.1	Gx	Hor
112	Har 112	Pleiades	56.7916666666667	24.1269777777778	1.6	120	OC	Tau
113	Har 113	IC 351	57.1833333333333	35.0577777777778	12	0.1	PN	Per
114	Har 114	30 Tau	57.1083333333333	11.1522222222222	5.1	0	D*	Tau
115	Har 115	DUN 16	57.175	-37.6169777777778	4.3	0	D*	Eri
116	Har 116	STT 65	57.5	25.5833	5.8	0	D*	Tau
117	Har 117	IC 2051	58.1875	-83.8452444444444	11.4	2.6	Gx	Men
118	Har 118	zeta Per	58.5	31.8833	2.9	0	D*	Per
119	Har 119	32 Eri	58.6083333333333	-2.94746666666667	4.5	0	D*	Eri
120	Har 120	epsilon Per	59.5125	40.0211444444444	2.9	0	D*	Per
121	Har 121	NGC 1511	60.1625	-67.6485777777778	12	3.3	Gx	Hyi
122	Har 122	NGC 1499	60.3583333333333	36.6278111111111	0	145	Nb	Per
123	Har 123	NGC 1512	61	-43.3622222222222	10	4	Gx	Hor
124	Har 124	STF 495	61.9666666666667	15.1708666666667	6	0	D*	Tau
125	Har 125	NGC 1532	63.0458333333333	-32.8694777777778	11	5.6	Gx	Eri
126	Har 126	47 Tau	63.525	9.27114444444445	4.8	0	D*	Tau
127	Har 127	NGC 1535	63.6	-12.7341333333333	10	0.7	PN	Eri
128	Har 128	39 Eri	63.6333333333333	-10.2508333333333	4.9	0	D*	Eri
129	Har 129	omicron Eri	62.8583333333333	6.15583333333333	4.04	0	***	Eri
130	Har 130	NGC 1549	64.2083333333333	-55.6055555555556	9	3.7	Gx	Dor
131	Har 131	NGC 1559	64.6666666666667	-62.7983	10	3.3	Gx	Ret
132	Har 132	theta Ret	64.4291666666667	-63.2527777777778	5.9	0	D*	Ret
133	Har 133	NGC 1566	65.0208333333333	-54.9349666666667	9	7.6	Gx	Dor
134	Har 134	BU 744	65.4125	-25.7244777777778	6.1	0	D*	Eri
135	Har 135	NGC 1574	65.5125	-56.9725333333333	10	2	Gx	Ret
136	Har 136	BU 87	65.6375	20.8289222222222	5.9	0	D*	Tau
137	Har 137	56 Per	66.2041666666667	33.9683666666667	5.8	0	D*	Per
138	Har 138	STF 541	66.3666666666667	22.2577777777778	4.2	0	***	Tau
139	Har 139	HJ 3650	66.6833333333333	-40.5264222222222	6.7	0	D*	Cae
140	Har 140	STF 559	68.4291666666667	18.0236444444444	6.2	0	D*	Tau
141	Har 141	alpha Tau	68.7708333333333	16.5155555555556	0.87	0	***	Tau
142	Har 142	R Dor	69.2041666666667	-62.0755888888889	5.6	0	*	Dor
143	Har 143	STF 572	69.6666666666667	26.9463555555556	6.6	0	D*	Tau
144	Har 144	HJ 3683	70.0916666666667	-58.9427444444445	6.5	0	D*	Dor
145	Har 145	alpha Cae	70.1666666666667	-41.8616666666667	4.4	0	D*	Cae
146	Har 146	55 Eri	70.9333333333333	-8.79218888888889	6	0	D*	Eri
147	Har 147	NGC 1841	71.25	-84	11.43	0	Gb	Men
148	Har 148	NGC 1672	71.6958333333333	-59.2636111111111	11	4.8	Gx	Dor
149	Har 149	NGC 1647	71.525	19.0678111111111	6	45	OC	Tau
150	Har 150	NGC 1679	72.5083333333333	-31.9988555555556	11.5	3.2	Gx	Cae
151	Har 151	NGC 1711	72.9041666666667	-70.0011111111111	10	0	OC	Men
152	Har 152	iota Pic	72.7541666666667	-53.4583333333333	6.4	0	D*	Pic
153	Har 153	NGC 1714	73.0333333333333	-66.9491333333333	11.61	0	Nb	Dor
154	Har 154	NGC 1712	72.7541666666667	-69.4825333333333	0	0	C+N	Dor
155	Har 155	NGC 1743	73.5166666666667	-69.215	11.26	0	C+N	Dor
156	Har 156	NGC 1763	74.4625	-66.4083333333334	9.4	25	Nb	Dor
157	Har 157	NGC 1783	74.7833333333333	-66.0161111111111	11	0	Gb	Dor
158	Har 158	omega Aur	74.75	37.8833	5	0	D*	Aur
159	Har 159	R Lep	74.9333333333333	-14.8036111111111	8.1	0	*	Lep
160	Har 160	NGC 1818	76.0708333333333	-66.4008333333333	9	3	OC	Dor
161	Har 161	gamma Cae	76.1291666666667	-35.4819777777778	4.5	0	D*	Cae
162	Har 162	NGC 1837	76.4791666666667	-70.7163888888889	12.27	0	C+N	Men
163	Har 163	NGC 1835	76.2791666666667	-69.4163888888889	9	1.2	Gb	Dor
164	Har 164	NGC 1792	76.3333333333333	-37.9958	10	4	Gx	Col
165	Har 165	IC 2118	76.825	-7.23058888888889	13	180	Nb	Eri
166	Har 166	NGC 1808	77.2041666666667	-37.5297555555556	9	7.2	Gx	Col
167	Har 167	14 Ori	77.0083333333333	8.50222222222222	5.3	0	D*	Ori
168	Har 168	NGC 1850	77.4291666666667	-68.7667	9	3	OC	Dor
169	Har 169	STF 644	77.6291666666667	37.3075	6	0	D*	Aur
170	Har 170	STF 652	77.975	1.03968888888889	5.9	0	D*	Ori
171	Har 171	iota Lep	78.1083333333333	-11.8672555555556	4.5	0	D*	Lep
172	Har 172	kappa Lep	78.3416666666667	-12.9394111111111	4.4	0	D*	Lep
173	Har 173	rho Ori	78.3625	2.86416666666667	4.5	0	D*	Ori
174	Har 174	NGC 1866	78.675	-65.4822555555556	9	5	OC	Dor
175	Har 175	NGC 1851	78.5541666666667	-40.0633333333333	7.3	11	Gb	Col
176	Har 176	beta Ori	78.6708333333333	8.79941111111111	0.18	0	***	Ori
177	Har 177	14 Aur	78.9	32.6924666666667	5	0	D*	Aur
178	Har 178	NGC 1910	79.6791666666667	-69.2169777777778	11.2	1	OC	Dor
179	Har 179	tau Ori	79.4375	-6.84246666666667	3.6	0	D*	Ori
180	Har 180	HJ 3750	80.1416666666667	-21.2385777777778	4.7	0	D*	Lep
181	Har 181	HJ 3752	80.475	-24.7722555555556	5.1	0	D*	Lep
182	Har 182	NGC 1935	80.5041666666667	-67.9747555555556	0	0	C+N	Dor
183	Har 183	NGC 1893	80.9833333333333	33.4163888888889	7	11	OC	Aur
184	Har 184	NGC 1904	81.325	-24.5569444444444	8	8.7	Gb	Lep
185	Har 185	eta Ori	81.1583333333333	-2.39524444444444	3.4	0	D*	Ori
186	Har 186	theta Pic	81.2125	-52.3167	6.3	0	D*	Pic
187	Har 187	NGC 1983	82.1791666666667	-68.9508333333333	8	0	C+N	Dor
188	Har 188	IC 418	82.1541666666667	-12.7127777777778	11	0.2	PN	Lep
189	Har 189	beta Lep	82.0958333333333	20.2419111111111	2.83	0	***	Lep
190	Har 190	NGC 1978	82.4583333333333	-66.2341333333333	9	2.7	Gb	Dor
191	Har 191	NGC 1912	82.475	35.8424666666667	6	21	OC	Aur
192	Har 192	118 Tau	82.3625	25.1525	5.5	0	D*	Tau
193	Har 193	NGC 2004	82.925	-67.2871888888889	9	0	OC	Dor
194	Har 194	33 Ori	82.85	3.29385555555556	5.5	0	D*	Ori
195	Har 195	NGC 1931	82.9	34.2538888888889	11	3	C+N	Aur
196	Har 196	delta Ori	83.0416666666667	0.714166666666667	2.25	0	***	Ori
197	Har 197	NGC 2014	83.0833333333333	-67.6678111111111	8	0	C+N	Dor
198	Har 198	NGC 1964	83.375	-21.9622222222222	10	6.2	Gx	Lep
199	Har 199	NGC 1952	83.9291666666667	22.0172555555556	8	6	Nb	Tau
200	Har 200	NGC 2027	83.7583333333333	-66.9178111111111	11.5	0	C+N	Dor
201	Har 201	lambda Ori	83.825	9.93607777777778	3.4	0	D*	Ori
202	Har 202	I 277	83.8291666666667	-71.1344111111111	0	0	D*	Men
203	Har 203	NGC 2032	83.8458333333333	-67.5697555555556	0	0	C+N	Dor
204	Har 204	iota Ori	83.8958333333333	5.09218888888889	2.8	0	***	Ori
205	Har 205	NGC 1976	83.85	-5.45611111111111	4	85	Nb	Ori
206	Har 206	42 Ori	83.8833333333333	-4.83718888888889	4.6	0	D*	Ori
207	Har 207	NGC 1960	84.125	34.1444111111111	6	12	OC	Aur
208	Har 208	NGC 1999	84.3916666666667	-6.715	0	16	Nb	Ori
209	Har 209	NGC 2057	84.4833333333333	-70.2536111111111	12.7	0	OC	Men
210	Har 210	sigma Ori	84.725	-2.59913333333333	3.8	0	D*	Ori
211	Har 211	NGC 2017	84.75	-17.85	6.4	0	OC	Lep
212	Har 212	NGC 2055	84.4291666666667	-69.4013888888889	8.4	0	C+N	Dor
213	Har 213	NGC 2070	84.9166666666667	-69.0955222222222	5.4	40	C+N	Dor
214	Har 214	NGC 2080	85.1875	-69.6636111111111	10.42	0	C+N	Dor
215	Har 215	zeta Ori	85.2291666666667	1.05833333333333	1.74	0	***	Ori
216	Har 216	Barnard 33	85.0125	-2.46583333333333	0	0	DN	Ori
217	Har 217	NGC 2024	85.7166666666667	-1.85555555555556	0	30	Nb	Ori
218	Har 218	NGC 2100	85.5541666666667	-69.2349666666667	9	2	OC	Dor
219	Har 219	NGC 2022	85.5666666666667	9.08746666666667	12	0.3	PN	Ori
220	Har 220	gamma Lep	86.15	-22.4480222222222	3.6	0	D*	Lep
221	Har 221	NGC 2068	86.9791666666667	0.0630555555555556	8	8	Nb	Ori
222	Har 222	52 Ori	87.0416666666667	6.45472222222222	5.3	0	D*	Ori
223	Har 223	BU 94	87.4375	-14.4841333333333	5.5	0	D*	Lep
224	Har 224	NGC 2134	87.7375	-71.1325333333333	11	0	OC	Men
225	Har 225	NGC 2099	88.125	32.5552777777778	5	24	OC	Aur
226	Har 226	Sh2-276	87.0375	1.00055555555556	5	0	Nb	Ori
227	Har 227	alpha Ori	88.8333333333333	7.4075	0.45	0	***	Ori
228	Har 228	IC 2149	89.1541666666667	46.1239222222222	11	0.1	PN	Aur
229	Har 229	NGC 2164	89.9875	-68.5180888888889	10	0	OC	Dor
230	Har 230	theta Aur	89.9833333333333	37.2147222222222	2.65	0	***	Aur
231	Har 231	3 Mon	90.4958333333333	-10.5988555555556	4.9	0	D*	Mon
232	Har 232	HJ 3834	91.1916666666667	-45.0825333333333	5.9	0	D*	Pup
233	Har 233	NGC 2170	92.1666666666667	-6.41583333333333	0	2	Nb	Mon
234	Har 234	NGC 2158	92.1541666666667	24.1133333333333	8	5	OC	Gem
235	Har 235	NGC 2163	92	18.6742	11.6	0	Gb	Ori
236	Har 236	NGC 2169	92.1458333333333	13.9644444444444	5	7	OC	Ori
237	Har 237	NGC 2168	92.2958333333333	24.3335777777778	5	28	OC	Gem
238	Har 238	41 Aur	92.9625	48.7144444444444	5.8	0	D*	Aur
239	Har 239	Hodge 11	93.5	-69.8167	11.2	0	Gb	Dor
240	Har 240	eta Gem	93.5166666666667	22.5066666666667	3.32	0	***	Gem
241	Har 241	NGC 2207	94.125	-21.3758666666667	10	4.3	Gx	CMa
242	Har 242	STF 3116	95.3875	-11.7755888888889	5.5	0	D*	CMa
243	Har 243	NGC 2217	95.6958333333333	-27.2377444444444	10	4.8	Gx	CMa
244	Har 244	IC 2165	95.7125	-12.9896888888889	13	0.1	PN	CMa
245	Har 245	epsilon Mon	95.9833333333333	4.59107777777778	4.4	0	D*	Mon
246	Har 246	HJ 3857	96.0333333333333	-36.7111111111111	5.6	0	D*	Col
247	Har 247	NGC 2232	96.7916666666667	-4.75	3	30	OC	Mon
248	Har 248	BU 753	97.1916666666667	-32.3747555555556	5.7	0	D*	CMa
249	Har 249	beta Mon	97.2416666666667	-7.03552222222222	3.8	0	D*	Mon
250	Har 250	DUN 30	97.475	-50.2408	5.3	0	D*	Pup
251	Har 251	mu Pic	98.0125	-58.7577777777778	5.7	0	D*	Pic
252	Har 252	NGC 2244	98	4.8667	4.8	24	OC	Mon
253	Har 253	NGC 2245	98.25	10.1667	11	5	Nb	Mon
254	Har 254	BU 755	98.8791666666667	-36.7838555555556	5.6	0	D*	Col
255	Har 255	nu CMa	99.1291666666667	-18.6633333333333	5.7	0	D*	CMa
256	Har 256	DUN 31	99.6791666666667	-48.2244777777778	5	0	D*	Pup
257	Har 257	NGC 2261	99.8291666666667	8.74163333333333	9	2	Nb	Mon
258	Har 258	NGC 2264	100.291666666667	9.89718888888889	3	60	C+N	Mon
259	Har 259	S 534	100.725	-22.4525	6.3	0	D*	CMa
260	Har 260	alpha CMa	101.320833333333	16.2877444444444	-1.45	0	***	CMa
261	Har 261	NGC 2287	101.783333333333	-20.7416333333333	4	38	OC	CMa
262	Har 262	STT 156	101.891666666667	18.1905222222222	6.4	0	D*	Gem
263	Har 263	AC 4	102.275	-15.1488555555556	5.4	0	D*	CMa
264	Har 264	NGC 2298	102.275	-36.01	9	6.8	Gb	Pup
265	Har 265	BU 324	102.466666666667	-24.0805888888889	6.3	0	D*	CMa
266	Har 266	NGC 2301	103.229166666667	0.471977777777778	6	12	OC	Mon
267	Har 267	Sh 2-308	103.5	-23.9333	7	0	Nb	CMa
268	Har 268	38 Gem	103.704166666667	13.1742	4.7	0	D*	Gem
269	Har 269	mu CMa	104.0625	-14.0480222222222	5	0	D*	CMa
270	Har 270	B 122	104.425	-24.6355222222222	5.5	0	D*	CMa
271	Har 271	epsilon CMa	104.6875	28.0272555555556	1.5	0	***	CMa
272	Har 272	NGC 2323	105.816666666667	-8.33802222222222	5	16	OC	Mon
273	Har 273	DUN 39	105.833333333333	-59.1835777777778	5.5	0	D*	Car
274	Har 274	HJ 3928	106.4125	-34.7838555555556	6.2	0	D*	Pup
275	Har 275	BU 328	106.704166666667	-11.2991333333333	5.4	0	D*	CMa
276	Har 276	STF 1027	107.2375	16.9044444444444	7.7	0	D*	Gem
277	Har 277	gamma Vol	107.195833333333	-70.5044444444445	3.8	0	D*	Vol
278	Har 278	NGC 2346	107.383333333333	0.811666666666667	11.8	0.9	PN	Mon
279	Har 279	BU 757	108	-36.55	6.1	0	D*	Pup
280	Har 280	STF 1037	108.25	27.2205888888889	6.5	0	D*	Gem
281	Har 281	L Pup	108.4125	-44.6455222222222	4.4	0	*	Pup
282	Har 282	NGC 2353	108.9125	-10.3047222222222	7	20	OC	Mon
283	Har 283	HJ 3945	109.1875	-23.3217	4.8	0	D*	CMa
284	Har 284	NGC 2360	109.716666666667	-15.6305888888889	7.2	13	OC	CMa
285	Har 285	lambda Gem	109.566666666667	16.5352444444444	3.6	0	D*	Gem
286	Har 286	NGC 2359	109.916666666667	-13.2163888888889	11.45	8	Nb	CMa
287	Har 287	NGC 2362	109.954166666667	-24.9602777777778	4.1	8	C+N	CMa
288	Har 288	delta Gem	110.075	21.9772555555556	3.52	0	***	Gem
289	Har 289	Rmk 6	110.1125	-52.3155555555556	5.5	0	D*	Car
290	Har 290	VY CMa	110.775	-25.7739222222222	8.1	0	*	CMa
291	Har 291	NGC 2380	111.008333333333	-27.5189222222222	13	0	Gx	CMa
292	Har 292	NGC 2384	111.333333333333	-21.0463555555556	7	3	OC	CMa
293	Har 293	NGC 2371	111.691666666667	29.4991333333333	13	0.9	PN	Gem
294	Har 294	Mel 66	111.6	-47.7399666666667	7.8	0	OC	Pup
295	Har 295	BU 332	112.0125	-11.5563888888889	6.2	0	D*	CMa
296	Har 296	eta CMi	112.05	6.9358	5.2	0	D*	CMi
297	Har 297	DUN 49	112.245833333333	-31.855	6	0	D*	Pup
298	Har 298	Abell 21	112.295833333333	13.2402444444444	14.1	0	PN	Gem
299	Har 299	sigma Pup	112.333333333333	-43.3080555555556	3.3	0	D*	Pup
300	Har 300	NGC 2392	112.341666666667	20.9228111111111	9.2	0.7	PN	Gem
301	Har 301	STF 1104	112.375	-15.0052777777778	6	0	D*	Pup
302	Har 302	HN 19	113.5	-23.4667	5.8	0	D*	Pup
303	Har 303	alpha Gem	113.7	31.8988555555556	1.98	0	***	Gem
304	Har 304	HJ 3997	113.841666666667	-74.2817	6.3	0	D*	Vol
305	Har 305	NGC 2442	114.091666666667	-69.5488555555556	11	6	Gx	Vol
306	Har 306	NGC 2422	114.433333333333	-14.5061111111111	4	30	OC	Pup
307	Har 307	NGC 2419	114.5875	38.8924666666667	10.4	4.1	Gb	Lyn
308	Har 308	H III 27	114.741666666667	-26.8111111111111	3.8	0	D*	Pup
309	Har 309	STF 1126	115.070833333333	5.2242	6.5	0	D*	CMi
310	Har 310	NGC 2437	115.729166666667	-14.8172555555556	6	27	OC	Pup
311	Har 311	zeta Vol	115.4625	-72.6130555555556	3.9	0	D*	Vol
312	Har 312	NGC 2440	115.516666666667	-18.2325333333333	11	0.5	PN	Pup
313	Har 313	kappa Gem	116.158333333333	24.3910777777778	3.6	0	D*	Gem
314	Har 314	NGC 2447	116.404166666667	-23.8772555555556	6	22	OC	Pup
315	Har 315	NGC 2451	116.341666666667	-37.9750333333333	2	45	OC	Pup
316	Har 316	NGC 2452	116.891666666667	-27.3433	13	0.3	PN	Pup
317	Har 317	5 Pup	117.020833333333	-12.2002777777778	5.5	0	D*	Pup
318	Har 318	NGC 2477	118.070833333333	-38.5577777777778	5.8	27	OC	Pup
319	Har 319	NGC 2467	118.408333333333	-26.3913555555556	7	16	C+N	Pup
320	Har 320	IC 2220	119.483333333333	-59.1169777777778	0	0	Nb	Car
321	Har 321	I 26	119.358333333333	-47.8985777777778	6.2	0	D*	Pup
322	Har 322	NGC 2516	119.55	-60.8778111111111	3.8	30	OC	Car
323	Har 323	BU 202	120.520833333333	-27.2253111111111	6.8	0	D*	Pup
324	Har 324	HJ 4038	120.716666666667	-41.3180888888889	5.5	0	D*	Pup
325	Har 325	STF 1177	121.45	27.5225333333333	6.2	0	D*	CNc
326	Har 326	HJ 4046	121.466666666667	-33.5780888888889	6.2	0	D*	Pup
327	Har 327	epsilon Vol	121.995833333333	-68.6250333333333	4.4	0	D*	Vol
328	Har 328	gamma Vel	122.4125	-47.3449666666667	1.8	0	D*	Vel
329	Har 329	DUN 63	122.479166666667	-42.6491333333333	6.3	0	D*	Pup
330	Har 330	NGC 2547	122.816666666667	-49.2808666666667	4	20	OC	Vel
331	Har 331	HJ 4051	122.779166666667	-37.3086111111111	0	0	D*	Pup
332	Har 332	zeta CNc	123.095833333333	17.6385777777778	5.24	0	***	CNc
333	Har 333	NGC 2546	123.095833333333	-37.6363555555556	6	41	OC	Pup
334	Har 334	NGC 2548	123.716666666667	-5.80972222222222	5	54	OC	Hya
335	Har 335	RMK 8	123.8375	-62.9242	5.2	0	D*	Car
336	Har 336	BU 454	124	-30.9349666666667	6.2	0	D*	Pup
337	Har 337	I 67	125.658333333333	-48.4994111111111	4.8	0	D*	Vel
338	Har 338	HJ 4093	126.608333333333	-39.0694777777778	6.1	0	D*	Pup
339	Har 339	phi CNc	126.741666666667	26.9258666666667	6.3	0	D*	CNc
340	Har 340	HJ 4104	127.304166666667	-47.9424666666667	0	0	D*	Vel
341	Har 341	DUN 70	127.391666666667	-44.7330888888889	5	0	D*	Vel
342	Har 342	Vela SNR	127.529166666667	-44.5094444444445	12	0	Nb	Vel
343	Har 343	I 489	127.9125	-19.5874666666667	5.4	0	D*	Pyx
